11	Library
15	Library
21	Library
33	Library
34	Library
36	Library
39	Library
51	Archive
52	Archive
53	Archive
54	Archive
55	Archive
56	Archive
57	Archive
58	Archive
59	Archive
60	Library
65	Library
70	Library
73	Library
81	Library
82	Organization
84	Organization
86	Museum
87	Publisher
88	Organization
89	Collection
91	Organization
94	Organization
95	Organization
96	Organization
98	Organization
