LibraryName	DBS-ID	RS	OCLCRegistry	OCLC	LibraryID
Gemeindebücherei Delligsen	KL560	32550008008			203904
Gemeindebücherei Denklingen	GS454	91810113113			209123
Gemeindebücherei der Evangelische Johannes-Gemeinde	TL002	64360007007			207179
Gemeindebücherei der Evangelische luth. Christophorus Kirchengemeinde Oese	OE561	33575403004			203745
Gemeindebücherei der Evangelische-luth. Kirchengemeinde Lautenthal	RP077	31530007007			204652
Gemeindebücherei der Pauluskirchengemeinde Hambach	RQ124	73160000000			207417
Gemeindebücherei der Samtgemeinde Nienstädt	JX562	32575405013			203987
Gemeindebücherei Dettenhausen	GG604	84160009009			207691
Gemeindebücherei Dettenheim	JH462	82155004111			208167
Gemeindebücherei Dettingen an der Erms	KY419	84150014014			207776
Gemeindebücherei Diedorf	QL484	97720130130			209015
Gemeindebücherei Diespeck	GW935	95755521118			209570
Gemeindebücherei Dietenhofen	GL543	95710135135			209480
Gemeindebücherei Dietramszell	HQ074	91730118118			208712
Gemeindebücherei Dietzhölztal	JS519	65320005005			204380
Gemeindebücherei Dinkelscherben	QW931	97720131131			209018
Gemeindebücherei Dinkelscherben		97720131131			209019
Gemeindebücherei Dirlewang	GX095	97785766127			209204
Gemeindebücherei Dirmstein	HZ759	73325007010			207380
Gemeindebücherei Dollbergen	HY706	32410018018			203953
Gemeindebücherei Dollnstein	PA793	91760121121			209626
Gemeindebücherei Donaustauf	SD622	93755335130			209751
Gemeindebücherei Dorf im Bohnental	HY822	100440117117			207303
Gemeindebücherei Dornstadt	GU049	84255004031			209364
Gemeindebücherei Dossenheim	GB904	82260012012			207524
Gemeindebücherei Drebber	GN783	32515402013			205575
Gemeindebücherei Driedorf	GA511	65320007007			204384
Gemeindebücherei Drochtersen	HC756	33590013013			203383
Gemeindebücherei Drochtersen	HC756	33590013013			203382
Gemeindebücherei Dürrn	JH942	82365006075			208067
Gemeindebücherei Döhren	KK191	31530008008			204656
Gemeindebücherei Dörfles-Esbach	JQ225	94730120120			210115
Gemeindebücherei Dörnten	KM412	31530008008			204657
Gemeindebücherei Dörverden	HC513	33610003003			203722
Gemeindebücherei Ebelsbach	HD906	96745610129			210266
Gemeindebücherei Ebergötzen	JZ698	31595404011			204503
Gemeindebücherei Ebermannsdorf	GK939	93710118118			209643
Gemeindebücherei Ebersdorf bei Coburg	JG329	94730121121			210084
Gemeindebücherei Eching	SM505	91780120120			208912
Gemeindebücherei Echte	JZ893	31550006006			204563
Gemeindebücherei Echzell	GK575	64400006006			206825
Gemeindebücherei Eckental	HA814	95720121121			209460
Gemeindebücherei Eckersdorf	EC945	94720131131			210005
Gemeindebücherei Eckfeld	HL068	72315008025			206216
Gemeindebücherei Egelsbach	HB302	64380003003			206875
Gemeindebücherei Egglham	GN989	92770117117			208790
Gemeindebücherei Eggstätt	HN855	91870125125			208642
Gemeindebücherei Eging	SM712	92750120120			209956
Gemeindebücherei Egling	NQ077	91730120120			208613
Gemeindebücherei Egling an der Paar	HF678	91810116116			209036
Gemeindebücherei Egweil	TL348	91765118122			208868
Gemeindebücherei Ehekirchen	NC206	91850127127			209071
Gemeindebücherei Ehingen	SM106	97725706134			209072
Gemeindebücherei Ehlen	KJ812	66330011011			204207
Gemeindebücherei Ehrenkirchen	JC889	83155004131			208387
Gemeindebücherei Ehringen	JZ261	66350020020			204258
Gemeindebücherei Eich/Rheinhessen	GP519	73315002018			207442
Gemeindebücherei Eichenau	HQ906	91790118118			208550
Gemeindebücherei Eichenbühl	GL713	96760119119			207011
Gemeindebücherei Eichenzell	KG955	66310006006			204426
Gemeindebücherei Eiselfing	NG996	91870126126			208706
Gemeindebücherei Eisingen	HD876	96790126126			210163
Gemeindebücherei Eitelborn	GZ936	71435004013			206418
Gemeindebücherei Elchingen	JB836	97750139139			209384
Gemeindebücherei Eldingen	HY536	33515403008			203806
Gemeindebücherei Ellar	HB442	65330016016			207174
Gemeindebücherei Ellensen	KT232	31550003003			204558
Gemeindebücherei Ellerau	LR472	10600019019			203524
Gemeindebücherei Ellerbek	EB254	10565687013			203523
Gemeindebücherei Elmstein	EL674	73325005014			207425
Gemeindebücherei Emlichheim	KA977	34565401002			205684
Gemeindebücherei Emmering	HQ888	91790119119			208559
Gemeindebücherei Eningen unter Achalm	JL979	84150019019			207801
Gemeindebücherei Enkenbach	GB126	73355002004			207452
Gemeindebücherei Enkering	PA860	91760137137			208872
Gemeindebücherei Enkirch	EN568	72315009029			206491
Gemeindebücherei Erdweg	SZ621	91740118118			208894
Gemeindebücherei Ergolding	NF864	92740126126			208736
Gemeindebücherei Ergolding	NF864	92740126126			208737
Gemeindebücherei Erkheim	QW906	97785762136			209208
Gemeindebücherei Ermershausen	GB003	96745612223			210046
Gemeindebücherei Erndtebrück	HJ540	59700012012			206522
Gemeindebücherei Erpfingen	GK411	84150091091			207808
Gemeindebücherei Erzhausen	LE459	64320006006			207037
Gemeindebücherei Eschach	YZ466	81365005020			207891
Gemeindebücherei Eschenburg	HP641	65320009009			204379
Gemeindebücherei Eschlkam	QS413	93720124124			209809
Gemeindebücherei Eslarn	JQ213	93740118118			209717
Gemeindebücherei Espenau	JY384	66330007007			204204
Gemeindebücherei Essenheim	LR605	73395006017			206283
Gemeindebücherei Essingen	HZ632	73375007023			208218
Gemeindebücherei Estenfeld	GW893	96795647130			210151
Gemeindebücherei Esthal	HZ620	73325005016			207426
Gemeindebücherei Ettal	NU423	91805135115			208605
Gemeindebücherei Ettringen	JC312	97780137137			209104
Gemeindebücherei Euerbach	TC064	96780128128			210267
Gemeindebücherei Eutingen im Gäu	GS892	82375003027			207708
Gemeindebücherei Eystrup	HM243	32565409007			203728
Gemeindebücherei Fahrenzhausen	NH083	91780123123			208977
Gemeindebücherei Falkenfels	FF943	92785248120			209909
Gemeindebücherei Falkenstein	RZ159	93725318125			209774
Gemeindebücherei Farchant	HQ621	91800116116			208606
Gemeindebücherei Feldafing	GS880	91880118118			208571
Gemeindebücherei Feldkirchen	GN254	91840118118			208954
Gemeindebücherei Feldkirchen-Westerham	SM499	91870130130			208711
Gemeindebücherei Feucht	JB010	95740123123			209459
Gemeindebücherei Fichtenau	GE292	81275003102			207970
Gemeindebücherei Finnentrop	LS361	59660012012			206545
Gemeindebücherei Finsing	HM693	91770118118			208933
Gemeindebücherei Flieden	KH546	66310008008			204413
Gemeindebücherei Flintbek	LH096	10585830053			203466
Gemeindebücherei Flossenbürg	JP713	93740122122			209718
Gemeindebücherei Floß	JP725	93740121121			209715
Gemeindebücherei Flörsbachtal	GJ601	64350008008			206927
Gemeindebücherei Flörsheim-Dalsheim	JF908	73315003023			207448
Gemeindebücherei Fockbek	JL037	10585833054			203493
Gemeindebücherei Forst	JQ584	82155003021			208164
Gemeindebücherei Forstern	GS417	91770119119			208966
Gemeindebücherei Forstinning		91750118118			208967
Gemeindebücherei Frammersbach	HD840	96770129129			210385
Gemeindebücherei Frankelbach	HZ590	73355010009			207470
Gemeindebücherei Frankenstein	HT804	73325005018			207424
Gemeindebücherei Freckenfeld	HT798	73345004005			208214
Gemeindebücherei Freiensteinau	HM644	65350004004			204475
Gemeindebücherei Freimersheim	HT786	73375003027			207430
Gemeindebücherei Frensdorf	SM007	94710131131			210061
Gemeindebücherei Frickenhausen	KP949	81165005020			207787
Gemeindebücherei Frickenhausen	SK569	96795646131			210165
Gemeindebücherei Frieda	KL092	66360007007			204523
Gemeindebücherei Friedenfels	JP701	93770118118			210023
Gemeindebücherei Friedrichskoog	JF787	10515166034			203537
Gemeindebücherei Fuchsmühl	JP695	93770119119			210024
Gemeindebücherei Fuldabrück	KD310	66330008008			204191
Gemeindebücherei Fußgönheim	HT762	73385004008			207363
Gemeindebücherei Fünfstetten	TL622	97795723148			209074
Gemeindebücherei Fürstenstein	HK192	92750121121			209971
Gemeindebücherei Fürstenzell	QG144	92750122122			209840
Gemeindebücherei Gadenstedt	GD986	31570009009			203941
Gemeindebücherei Gaiberg	JK148	82265005022			207531
Gemeindebücherei Ganderkesee	KN040	34580005005			203770
Gemeindebücherei Garching	SA049	91710117117			208814
Gemeindebücherei Garching a.d. Alz	RX448	91710117117			208815
Gemeindebücherei Gars	RY842	91835146118			208701
Gemeindebücherei Gauting	GN266	91880120120			208540
Gemeindebücherei Gehrde	KD759	34595402018			205611
Gemeindebücherei Geiselberg	HT749	73405006012			207461
Gemeindebücherei Geisenhausen	HE625	92740134134			208762
Gemeindebücherei Geltendorf	GN278	91810122122			208558
Gemeindebücherei Gemmrigheim	KP986	81185001018			207947
Gemeindebücherei Georgsdorf	KB027	34565402005			205685
Gemeindebücherei Georgsheil	GU311	34520023023			203639
Gemeindebücherei Gerbrunn	HD815	96790136136			210141
Gemeindebücherei Geroda	LC232	96725606126			210370
Gemeindebücherei Gersdorf	WE655	145240070070			202927
Gemeindebücherei Gettorf	LH400	10585824058			203464
Gemeindebücherei Giesen	KK221	32540017017			203926
Gemeindebücherei Gilching	HQ311	91880121121			208547
Gemeindebücherei Gimbsheim	HT695	73315002034			207444
Gemeindebücherei Glauburg	GB636	64400010010			206936
Gemeindebücherei Glonn	SM517	91755114121			208955
Gemeindebücherei Gmund	PA045	91820116116			208722
Gemeindebücherei Gornsdorf	YZ338	145215103230			202933
Gemeindebücherei Gottmadingen	HG981	83355002028			208318
Gemeindebücherei Graben	HB168	97720149149			209105
Gemeindebücherei Grabenstetten	JL384	84155005028			207777
Gemeindebücherei Grabenstätt	GQ445	91890119119			208674
Gemeindebücherei Grafenrheinfeld	GM900	96780136136			210269
Gemeindebücherei Grafenwiesen	HK167	93720130130			209814
Gemeindebücherei Grafling bei Deggendorf	SM694	92710122122			209957
Gemeindebücherei Grainau	HQ608	91800118118			208607
Gemeindebücherei Grasberg	HD153	33560002002			203796
Gemeindebücherei Grasbrunn	KU674	91840121121			208956
Gemeindebücherei Grassau	PT011	91890120120			208648
Gemeindebücherei Grattersdorf	NR744	92715202123			209958
Gemeindebücherei Grenzach-Wyhlen	HR479	83360105105			208445
Gemeindebücherei Griesstätt	GS557	91870134134			208707
Gemeindebücherei Grifte	KC238	66340002002			204199
Gemeindebücherei Groß Grönau	JF799	10535358041			203422
Gemeindebücherei Groß Lafferde	KS896	31570009009			203942
Gemeindebücherei Groß Schneen	KK269	31590013013			204502
Gemeindebücherei Groß-Rohrheim	JL761	64310010010			207495
Gemeindebücherei Groß-Zimmern	GK393	64320010010			207088
Gemeindebücherei Großbodungen	UR996	160615013041			204536
Gemeindebücherei Großenkneten	LC724	34580007007			203594
Gemeindebücherei Großenseebach	HB375	95725539127			209506
Gemeindebücherei Großhabersdorf	JA893	95730115115			209484
Gemeindebücherei Großhansdorf	HZ073	10620023023			203412
Gemeindebücherei Großhartmannsdorf	YS506	145220200200			202992
Gemeindebücherei Großkrotzenburg	GK654	64350011011			206900
Gemeindebücherei Großmehring	HQ566	91760129129			208858
Gemeindebücherei Großostheim	HD761	96710122122			206955
Gemeindebücherei Großrosseln	LG572	100410512512			207220
Gemeindebücherei Gräfelfing	HQ463	91840120120			208544
Gemeindebücherei Gräfenhausen	HP239	82360004004			208057
Gemeindebücherei Gröbenzell	QS504	91790126126			208546
Gemeindebücherei Grömitz	JL098	10550016016			203430
Gemeindebücherei Gundelsheim	SM009	94710137137			210062
Gemeindebücherei Güntersleben	PR191	96790142142			210171
Gemeindebücherei Göllheim	GP581	73335003026			207395
Gemeindebücherei Gönnheim	HT646	73325006022			207369
Gemeindebücherei Haar	QS516	91840123123			208939
Gemeindebücherei Haarbach	ND831	92750125125			209959
Gemeindebücherei Hage	KB350	34525403008			203629
Gemeindebücherei Hagelstadt	SM700	93750143143			209752
Gemeindebücherei Hagenbach	HT567	73345002008			208180
Gemeindebücherei Hagenburg	HW217	32575407010			203971
Gemeindebücherei Hahnstätten	GM468	71415004051			207176
Gemeindebücherei Haimhausen	QS528	91740121121			208978
Gemeindebücherei Hainburg	HB296	64380004004			206894
Gemeindebücherei Hainsfarth	JC257	97795721154			209093
Gemeindebücherei Haldenwang	GX149	97800122122			209155
Gemeindebücherei Halfing	PA033	91875162139			208644
Gemeindebücherei Hallbergmoos	HQ943	91780130130			208914
Gemeindebücherei Hallerndorf	SV109	94740133133			209559
Gemeindebücherei Halstenbek	HZ061	10560018018			203522
Gemeindebücherei Hambühren	KT360	33510012012			203801
Gemeindebücherei Hammah	HA217	33595409022			203385
Gemeindebücherei Hanerau-Hademarschen	JF805	10585895072			203533
Gemeindebücherei Happurg	HL858	95745528128			209533
Gemeindebücherei Harrislee	LH990	10590120120			203503
Gemeindebücherei Hartheim am Rhein	HA632	83155001048			208392
Gemeindebücherei Hasloch	GQ421	96775620137			210406
Gemeindebücherei Haste	HL792	32575403011			203972
Gemeindebücherei Hauenstein	HT531	73405002014			208199
Gemeindebücherei Haunstetten	SN194	91760137137			208873
Gemeindebücherei Hauptstelle	KG347	31590007007			204494
Gemeindebücherei Hauptstelle	HL718	84255010091			209432
Gemeindebücherei Haus des Gastes	HQ645	91800112112			208592
Gemeindebücherei Hausen	GX204	96735637129			210325
Gemeindebücherei Hausham	QF115	91820119119			208728
Gemeindebücherei Hausham	QF115	91820119119			208729
Gemeindebücherei Haverlah	KM370	31585402016			204615
Gemeindebücherei Havighorst	LB094	10620053053			203399
Gemeindebücherei Haßloch	HT555	73320025025			207420
Gemeindebücherei Hebertshausen	HX933	91740122122			208890
Gemeindebücherei Heidenheim	GM560	95775536140			209607
Gemeindebücherei Heidgraben	GC254	10565690023			203515
Gemeindebücherei Heigenbrücken	JC749	96715602126			206996
Gemeindebücherei Heikendorf	JK793	10575782025			203468
Gemeindebücherei Heiligenroth	HL020	71435004027			206437
Gemeindebücherei Heiligenstadt	NT182	94710142142			209554
Gemeindebücherei Heimenkirch	JC221	97760114114			209244
Gemeindebücherei Heimertingen	GX216	97785761150			209209
Gemeindebücherei Heiningen	KQ164	81175011030			207821
Gemeindebücherei Helmsdorf	UR662	160615003046			204540
Gemeindebücherei Heltersberg	HT476	73405006015			207462
Gemeindebücherei Hergatz	JB733	97760131131			209237
Gemeindebücherei Heroldsbach	QT739	94740135135			209555
Gemeindebücherei Heroldstatt	LR356	84255007139			207770
Gemeindebücherei Herrischried	HA007	83375005049			208457
Gemeindebücherei Herrsching	HQ293	91880124124			208548
Gemeindebücherei Hertingshausen	KK804	65340022022			204326
Gemeindebücherei Hesel	KJ411	34575402010			203671
Gemeindebücherei Heuchelheim bei Frankenthal	HT440	73385006013			207385
Gemeindebücherei Heuchelheim Kreis Gießen	GB539	65310007007			204355
Gemeindebücherei Heuchelheim-Klingen	JF830	73375005040			208192
Gemeindebücherei Heßheim	HT452	73385006012			207383
Gemeindebücherei Hiddenhausen	GQ039	57580016016			204015
Gemeindebücherei Hilders	KG815	66310012012			204420
Gemeindebücherei Hilgert	JD481	71435003030			206391
Gemeindebücherei Hille	KG414	57700012012			204040
Gemeindebücherei Hilter	RN875	34590022022			205519
Gemeindebücherei Hilwartshausen	LR563	31550003003			204559
Gemeindebücherei Himmelpforten	HC719	33595409025			203384
Gemeindebücherei Himmelstadt	NF645	96775625142			210177
Gemeindebücherei Hinterschmiding	HK076	92725212126			209874
Gemeindebücherei Hirrlingen	HI721	84165003018			207696
Gemeindebücherei Hirschaid	QT752	94710145145			210039
Gemeindebücherei Hirschbach	NT212	93710127127			209646
Gemeindebücherei Hirschberg	GP714	82260107107			207549
Gemeindebücherei Hirschhorn	HT439	73355010014			207468
Gemeindebücherei Hochspeyer	HT415	73355002015			207456
Gemeindebücherei Hochstetten-Dhaun	GD202	71335003046			206363
Gemeindebücherei Hochstätten	HK453	71335001045			206350
Gemeindebücherei Hofbieber	LC566	66310013013			204431
Gemeindebücherei Hofkirchen	HD967	92750127127			209960
Gemeindebücherei Hohenlinden	GZ262	91750123123			208968
Gemeindebücherei Hohenlockstedt	JK902	10615189042			203531
Gemeindebücherei Hohenroda	JY906	66320010010			204463
Gemeindebücherei Hohenwart	GS442	91860128128			209050
Gemeindebücherei Hohenwestedt	GL609	10585895077			203485
Gemeindebücherei Hohndorf	WE564	145210290290			202935
Gemeindebücherei Hohne	HY482	33515403015			203809
Gemeindebücherei Holtermoor	KA655	34570017017			203674
Gemeindebücherei Holzheim	JB782	97735719140			209413
Gemeindebücherei Holzheim/Rhein-Lahn-Kreis	JD262	71415003061			207148
Gemeindebücherei Holzkirchen	RZ986	91820120120			208710
Gemeindebücherei Holzmaden	KQ267	81165008029			207844
Gemeindebücherei Horgau	HG864	97720159159			209037
Gemeindebücherei Horgenzell	GX319	84365008095			209260
Gemeindebücherei Huglfing	GR218	91905177131			208581
Gemeindebücherei Hurlach	LO876	91815139126			209110
Gemeindebücherei Hutthurm	SA025	92750128128			209856
Gemeindebücherei Hüffenhardt	JL463	82255002042			208027
Gemeindebücherei Hünxe	HN302	51700016016			205194
Gemeindebücherei Hütschenhausen	GP751	73355008016			207313
Gemeindebücherei Hänigsen	KT372	32410018018			203955
Gemeindebücherei Höheinöd	LE484	73405006022			207340
Gemeindebücherei Höhenkirchen-Siegertsbrunn	HQ438	91840127127			208957
Gemeindebücherei Höhenmoos	NR641	91870169169			208636
Gemeindebücherei Höpfingen	GC076	82255001039			208003
Gemeindebücherei Iffeldorf	HQ141	91905179132			208583
Gemeindebücherei Igel	HE911	72355007051			206184
Gemeindebücherei Igling	QH227	91815139127			209111
Gemeindebücherei Ihringen	HA413	83155002059			208388
Gemeindebücherei Ihrlerstein	GX344	92735215133			209795
Gemeindebücherei Illerrieden	LD480	84255003066			209372
Gemeindebücherei Illingen	JN228	100430112112			207256
Gemeindebücherei Illschwang	PA896	93715304131			209647
Gemeindebücherei im Benefiziatenhaus	QS772	91865157130			208906
Gemeindebücherei im Bürgerhaus	HQ578	91800123123			208603
Gemeindebücherei im Bürgerzentrum Heroldsberg	JC531	95720131131			209468
Gemeindebücherei im Kultur- und Tagungszentrum	HQ128	91800124124			208590
Gemeindebücherei im Kuramt Kreuth	NM350	91820124124			208724
Gemeindebücherei im Rathaus Wiesau	RZ433	93775351159			210020
Gemeindebücherei Immendingen	HM474	83275003025			208310
Gemeindebücherei in der Grundschule	NG728	91870177177			208625
GemeindeBücherei Ingoldingen	IN128	84265002062			209309
Gemeindebücherei Insheim	HT294	73375004044			208210
Gemeindebücherei Inzell	HQ232	91890124124			208669
Gemeindebücherei Irschenberg	NM258	91820123123			208731
Gemeindebücherei Isernhagen	HY743	32410008008			203869
Gemeindebücherei Jagsthausen	KQ292	81255007048			207932
Gemeindebücherei Jesberg	KC299	66340010010			204288
Gemeindebücherei Jettingen	JE711	81155005053			207595
Gemeindebücherei Jockgrim	HT282	73345003012			208174
Gemeindebücherei Jugenheim	JL657	64320022022			207026
Gemeindebücherei Julbach	QW542	92770127127			208791
Gemeindebücherei Kahl am Main	JP531	96710134134			206968
Gemeindebücherei Kail	HE108	71355002044			206488
Gemeindebücherei Kaisheim	JC178	97790169169			209077
Gemeindebücherei Kalchreuth	GK721	95720137137			209469
Gemeindebücherei Kalefeld	JZ613	31550006006			204562
Gemeindebücherei Kalenborn	HL329	71315002036			206069
Gemeindebücherei Kalletal	GD457	57660036036			204049
Gemeindebücherei Kaltental	YZ697	97775751141			209183
Gemeindebücherei Kammlach	JB976	97785762180			209211
Gemeindebücherei Kapsweyer	HT245	73375002046			208223
Gemeindebücherei Karlsbad	KW356	82150096096			208129
Gemeindebücherei Karlsfeld	HQ815	91740126126			208974
Gemeindebücherei Karlshuld	GN965	91850139139			209068
Gemeindebücherei Karlskron	JC166	91850140140			208871
Gemeindebücherei Karlstein	NR410	93750190190			209759
Gemeindebücherei Karlstein a. Main	HD748	96710114114			206967
Gemeindebücherei Kastl	SA293	93710132132			209648
Gemeindebücherei Kay	SB959	91890152152			208817
Gemeindebücherei Kernen	KR156	81190093093			207615
Gemeindebücherei Kerzenheim	GX563	73335002038			207393
Gemeindebücherei Ketsch	JH838	82260037037			207502
Gemeindebücherei Kiedrich	LR435	64390009009			207118
Gemeindebücherei Kinding	PA744	91760137137			208874
Gemeindebücherei Kirchardt	GC180	81255002049			208021
Gemeindebücherei Kirchberg	GP040	92750151151			209853
Gemeindebücherei Kirchberg i. Wald	GN291	92760126126			209895
Gemeindebücherei Kirchdorf	RY878	92770128128			208786
Gemeindebücherei Kirchentellinsfurt	HE522	84160022022			207693
Gemeindebücherei Kirchgellersen	HG075	33555404020			203355
Gemeindebücherei Kirchham	SG192	92750130130			209876
Gemeindebücherei Kirchheim	KK105	66320011011			204460
Gemeindebücherei Kirchheim	NT376	91840131131			208940
Gemeindebücherei Kirchlengern	LB689	57580020020			204023
Gemeindebücherei Kirchlinteln	HC483	33575401031			203721
Gemeindebücherei Kirchohsen	JX550	32520005005			204008
Gemeindebücherei Kirchseeon	GN655	91750124124			208952
Gemeindebücherei Kist	GQ354	96795651154			210181
Gemeindebücherei Klein Schneen	HH602	31590013013			204501
Gemeindebücherei Klein-Mahner	KK208	31530008008			204660
Gemeindebücherei Klein-Winternheim	HH328	73395006032			206284
Gemeindebücherei Kleinrinderfeld	HL962	96790155155			210182
Gemeindebücherei Kleinschmalkalden	HG257	160660023023			210449
Gemeindebücherei Kleinsteinhausen	HT154	73405008214			207248
Gemeindebücherei Kleinwallstadt	LC852	96765630133			206983
Gemeindebücherei Klettgau	HA899	83370062062			208461
Gemeindebücherei Klingenmünster	HT142	73375002049			208224
Gemeindebücherei Klosterreichenbach	HN405	82370004004			207720
Gemeindebücherei Knetzgau	JC701	96740163163			210255
Gemeindebücherei Knittelsheim	HT130	73345001014			208220
Gemeindebücherei Knöringen	HT129	73375005050			208193
Gemeindebücherei Kordel	HL202	72355007069			206186
Gemeindebücherei Kottgeisering	GS533	91795132125			208562
Gemeindebücherei Kressbronn a. B.	GS077	84355001029			209229
Gemeindebücherei Kriftel	JP257	64360009009			207191
Gemeindebücherei Kronshagen	JK458	10580092092			203460
Gemeindebücherei Krupunder	LK949	10560043043			203521
Gemeindebücherei Kulmain	KU955	93770133133			210010
Gemeindebücherei Kupferzell	KR429	81265001047			207981
Gemeindebücherei Kurpromenade	HZ048	10560025025			203751
Gemeindebücherei Kusterdingen	GN059	84160023023			207689
Gemeindebücherei Kübelberg	GB217	73365009092			207320
Gemeindebücherei Kümmersbruck	GN205	93710136136			209638
Gemeindebücherei Künzell	KG736	66310017017			204408
Gemeindebücherei Kälbertshausen	GJ881	82255002042			208028
Gemeindebücherei Königsfeld	JC920	83260031031			208289
Gemeindebücherei Königstein	NE355	93715302135			209649
Gemeindebücherei Körle	KD577	66340012012			204211
Gemeindebücherei Kösching	GP799	91760139139			208855
Gemeindebücherei Laaber	GN199	93755333162			209773
Gemeindebücherei Laboe	GS284	10575755043			203470
Gemeindebücherei Ladbergen	HY780	55660032032			205595
Gemeindebücherei Lalling	SA013	92715202130			209963
Gemeindebücherei Lam	QS449	93720138138			209810
Gemeindebücherei Lambsheim	HT038	73385006016			207379
Gemeindebücherei Langenbach bei Kirburg	YZ399	71435001253			206564
Gemeindebücherei Langenberg	KF148	57540024024			204129
Gemeindebücherei Langenneufnach	YZ405	97725709168			209113
Gemeindebücherei Langerwehe	GB813	53580032032			205946
Gemeindebücherei Langquaid	NZ179	92735217141			208752
Gemeindebücherei Langsdorf	HB983	65310011011			204343
Gemeindebücherei Langweid a. Lech	GL452	97720171171			209028
Gemeindebücherei Lauben	GX708	97800125125			209156
Gemeindebücherei Lauchringen	HF903	83375007065			208466
Gemeindebücherei Laudenbach	JM509	82265003040			207553
Gemeindebücherei Lauenberg	LF622	31550003003			204561
Gemeindebücherei Laurenburg	LA563	71415003077			206432
Gemeindebücherei Lautertal	GN187	94730141141			210114
Gemeindebücherei Leck	LH813	10545489076			203553
Gemeindebücherei Leiblfing	GU499	92780146146			209906
Gemeindebücherei Leidersbach	PR610	96760136136			206986
Gemeindebücherei Leiferde	HG749	31515405015			204643
Gemeindebücherei Leisel	HB880	71345002050			206371
Gemeindebücherei Lemberg	GN060	73405003028			207335
Gemeindebücherei Lemwerder	LK792	34610006006			203776
Gemeindebücherei Lenggries	HQ797	91730135135			208717
Gemeindebücherei Lenningen	GL191	81165002079			207837
Gemeindebücherei Lensahn	JK495	10555546027			203429
Gemeindebücherei Lenting	PB104	91760143143			208859
Gemeindebücherei Leopoldshöhe	GD470	57660048048			204163
Gemeindebücherei Lesefuchs	LE655	71415003049			207147
Gemeindebücherei Leseinsel	LE809	91760166166			209629
Gemeindebücherei Lichtenau	GU505	91850168168			209083
Gemeindebücherei Lichtenstein	GC489	84150092092			207802
Gemeindebücherei Liebenburg	KM333	31530008008			204659
Gemeindebücherei Lienen	GA316	55660044044			205591
Gemeindebücherei Limbach und Altstadt	JR886	100450115115			207243
Gemeindebücherei Limburgerhof	HS964	73380017017			207357
Gemeindebücherei Lindlar	GA043	53740020020			205897
Gemeindebücherei Lingenfeld		73345005017			207409
Gemeindebücherei Litzendorf	SM011	94710155155			210045
Gemeindebücherei Litzlohe	RG113	93735321153			209681
Gemeindebücherei Lohberg	TD937	93720178178			209811
Gemeindebücherei Lohra	KC962	65340013013			204302
Gemeindebücherei Lohrheim	JD328	71415004081			207149
Gemeindebücherei Lotte	HY767	55660048048			205586
Gemeindebücherei Loxstedt	HC276	33520032032			203753
Gemeindebücherei Loßburg	GK733	82370045045			207727
Gemeindebücherei Ludwigschorgast	JM601	94775437135			209993
Gemeindebücherei Luhe-Wildenau	SW139	93740133133			209721
Gemeindebücherei Lustadt	HS915	73345005018			207410
Gemeindebücherei Mainhardt	MH745	81270052052			207964
Gemeindebücherei Mainhausen	JR023	64380007007			206898
Gemeindebücherei Mainstockheim	HJ746	96755617146			210205
Gemeindebücherei Maisach	HQ670	91790134134			208549
Gemeindebücherei Malsch	JS404	82265006046			207532
Gemeindebücherei Malsfeld	KD590	66340013013			204209
Gemeindebücherei Mammendorf	HQ669	91795131136			208563
Gemeindebücherei March	HA504	83155011132			208385
Gemeindebücherei Mariä Himmelfahrt	NE641	97785762214			209219
Gemeindebücherei Markoldendorf	LF610	31550003003			204560
Gemeindebücherei Markt Ebrach	SM006	94715407128			210060
Gemeindebücherei Markt Einersheim	GM663	96755616148			210218
Gemeindebücherei Markt Indersdorf	PA070	91740131131			208885
Gemeindebücherei Markt Rettenbach	LD558	97780168168			209199
Gemeindebücherei Markt Schwaben	GN096	91750127127			208944
Gemeindebücherei Marktl	RY891	91715103123			208819
Gemeindebücherei Marktleugast	LD534	94775436138			209992
Gemeindebücherei Marktschorgast	LA843	94770139139			210011
Gemeindebücherei Marquartstein	TK216	91895169129			208654
Gemeindebücherei Marxheim		97790178178			209078
Gemeindebücherei Marzling	MZ854	91780140140			208923
Gemeindebücherei Massing	SW103	92775240133			208775
Gemeindebücherei Mauer	GB953	82265002048			207533
Gemeindebücherei Mauth	GZ985	92720134134			209878
Gemeindebücherei Maxdorf	HS861	73385004018			207362
Gemeindebücherei Maxsain	GG379	71435007046			206398
Gemeindebücherei Meckenbeuren	HE534	84350035035			209228
Gemeindebücherei Meckenheim	HS836	73325001035			207366
Gemeindebücherei Meckesheim	JJ004	82265002049			208020
Gemeindebücherei Megesheim	PB062	97795721180			209094
Gemeindebücherei Mehren	JE400	72335001042			206223
Gemeindebücherei Meisenheim	HJ916	71335006040			206355
Gemeindebücherei Memmelsdorf	NR252	94710159159			210043
Gemeindebücherei Merkelbach	ME576	71435002262			206583
Gemeindebücherei Merklingen	PB657	84255007079			209373
Gemeindebücherei Mertingen	JC051	97790181181			209079
Gemeindebücherei Mespelbrunn	PR403	96715603141			207000
Gemeindebücherei Mintraching		93750170170			209753
Gemeindebücherei Mittelkalbach	KG670	66310016016			204433
Gemeindebücherei Mittelsinn	GB047	96775622159			210373
Gemeindebücherei Mitterskirchen	QJ013	92770134134			208777
