LibraryName	DBS-ID	RS	OCLCRegistry	OCLC	LibraryID
Katholische Öffentliche Bücherei Albaching	QB559	91875184186			208704
Katholische Öffentliche Bücherei Albstadt	NG480	96710111111			206951
Katholische Öffentliche Bücherei Aldersbach	SA244	92750114114			209944
Katholische Öffentliche Bücherei Altdorf	RR645	97775752112			209176
Katholische Öffentliche Bücherei Altdorf bei Nürnberg	SM463	95740112112			209456
Katholische Öffentliche Bücherei Altfraunhofen	NW002	92745226114			208768
Katholische Öffentliche Bücherei Altstädten	NF025	97800139139			209161
Katholische Öffentliche Bücherei am Dom Mainz	PG527	73150000000			206246
Katholische Öffentliche Bücherei Amorbach	SG283	96760112112			207008
Katholische Öffentliche Bücherei Amsham	NR586	92770117117			208789
Katholische Öffentliche Bücherei Ansbach	QT600	96775621178			210392
Katholische Öffentliche Bücherei Anzefahr	PH507	65340011011			204317
Katholische Öffentliche Bücherei Aschach	NM507	96720112112			210338
Katholische Öffentliche Bücherei Aunkirchen	TK514	92750154154			209931
Katholische Öffentliche Bücherei Aura an der Saale	SU536	96725608111			210345
Katholische Öffentliche Bücherei Aystetten	PL910	97720117117			209034
Katholische Öffentliche Bücherei Bachgrund	PR130	96770127127			210369
Katholische Öffentliche Bücherei Bad Bocklet	SC496	96720112112			210339
Katholische Öffentliche Bücherei Baisingen	QC801	84165003036			207672
Katholische Öffentliche Bücherei Ballingshausen	NS311	96780181181			210258
Katholische Öffentliche Bücherei Bargau	SN558	81365007065			207879
Katholische Öffentliche Bücherei Basilika Pfarrei St. Marzellinus und Petrus Seligenstadt	PG242	64380013013			206889
Katholische Öffentliche Bücherei Bayerbach	SA074	92775241112			209870
Katholische Öffentliche Bücherei Bedernau	NM477	97785759121			209202
Katholische Öffentliche Bücherei Bellenberg	QW335	97750115115			209388
Katholische Öffentliche Bücherei Berching	QL502	93730112112			209660
Katholische Öffentliche Bücherei Berg	QT089	84355002016			209225
Katholische Öffentliche Bücherei Bergtheim	SB789	96795645117			210158
Katholische Öffentliche Bücherei Bergtheim	SB789	96795645117			210160
Katholische Öffentliche Bücherei Bettringen	TA602	81365007065			207877
Katholische Öffentliche Bücherei Biebergemünd-Kassel	GK022	64350003003			206916
Katholische Öffentliche Bücherei Bieer	PH751	64350003003			206917
Katholische Öffentliche Bücherei Bieringen	QC825	84165003036			207681
Katholische Öffentliche Bücherei Birkenfeld	RR736	96775621119			210386
Katholische Öffentliche Bücherei Birnfeld	NM428	96780181181			210260
Katholische Öffentliche Bücherei Bischberg	QS073	94710117117			210044
Katholische Öffentliche Bücherei Bischbrunn	PQ885	96775621120			210387
Katholische Öffentliche Bücherei Bodnegg	HE741	84365003018			209270
Katholische Öffentliche Bücherei Braubach	SA931	71415009501			206421
Katholische Öffentliche Bücherei Brechen	ND661	65330002002			207170
Katholische Öffentliche Bücherei Breitendiel	NQ995	96760139139			207004
Katholische Öffentliche Bücherei Brendlorenzen	PQ848	96730114114			210300
Katholische Öffentliche Bücherei Bruder Klaus	SA009	82260105105			207485
Katholische Öffentliche Bücherei Burgau	QW256	97740121121			209396
Katholische Öffentliche Bücherei Burgebrach	QS085	94715408120			210052
Katholische Öffentliche Bücherei Burgwindheim	QS103	94715407122			210058
Katholische Öffentliche Bücherei Burk	SK296	94740126126			209548
Katholische Öffentliche Bücherei Burkardroth	PQ940	96720117117			210337
Katholische Öffentliche Bücherei Büchenberg	QF863	66310006006			204427
Katholische Öffentliche Bücherei Bücherscheune Johannes der Täufer Fürth	RY258	64310007007			207064
Katholische Öffentliche Bücherei Böbingen an der Rems	RX916	81365006009			207887
Katholische Öffentliche Bücherei Christi Himmelfahrt	PU593	83275002009			208341
Katholische Öffentliche Bücherei Christi Himmelfahrt	NF955	97790131131			209056
Katholische Öffentliche Bücherei Christkönig	QZ324	71435006309			206455
Katholische Öffentliche Bücherei Christkönig	QW050	97610000000			208999
Katholische Öffentliche Bücherei Christkönig Bischofsheim	QR573	64330002002			207128
Katholische Öffentliche Bücherei Christus König	TL750	51140000000			205270
Katholische Öffentliche Bücherei Christus König	NA039	34540014014			205652
Katholische Öffentliche Bücherei Christus König	PA884	100450115115			207244
Katholische Öffentliche Bücherei Dammbach	NE562	96715603160			206998
Katholische Öffentliche Bücherei Daugendorf	NW336	84265007097			209323
Katholische Öffentliche Bücherei Denkingen	PU611	83275004010			208342
Katholische Öffentliche Bücherei Dernbach/Westerwald	QG429	71435010010			206452
Katholische Öffentliche Bücherei Dettingen	SK478	96710114114			206966
Katholische Öffentliche Bücherei Dipbach	NG145	96795645117			210157
Katholische Öffentliche Bücherei Dittelbrunn	PR063	96780123123			210242
Katholische Öffentliche Bücherei Dommelstadl	NM416	92750133133			209863
Katholische öffentliche Bücherei Domäne Hochberg	DH882	84365005064			209249
Katholische öffentliche Bücherei Domäne Hochberg	HB882	84365005064			209252
Katholische Öffentliche Bücherei Don Bosco	QW220	97610000000			208992
Katholische Öffentliche Bücherei Don Bosco	QW220	97610000000			208993
Katholische Öffentliche Bücherei Don Bosco Mainz-Hartenberg	NG443	73150000000			206251
Katholische Öffentliche Bücherei Don Bosco Mainz-Münchfeld	SY136	73150000000			206252
Katholische Öffentliche Bücherei Donnersdorf		96785642124			210265
Katholische Öffentliche Bücherei Dorfprozelten	NY370	96760118118			210404
Katholische Öffentliche Bücherei Drachenbücherei St. Hildegard / St. Michael Viernheim	SZ165	64310020020			207482
Katholische Öffentliche Bücherei Dringenberg	NS219	57620004004			204064
Katholische Öffentliche Bücherei Dunstelkingen	PQ186	81350010010			209424
Katholische Öffentliche Bücherei Dörrmorsbach		96710124124			206971
Katholische Öffentliche Bücherei Ebenhausen	PQ988	96720140140			210343
Katholische Öffentliche Bücherei Ebenhausen	PQ988	96720140140			210344
Katholische Öffentliche Bücherei Ebnat	NY059	81365001088			207854
Katholische Öffentliche Bücherei Effeltrich	NU381	94745425122			209505
Katholische Öffentliche Bücherei Egenhausen	PM884	96780193193			210229
Katholische Öffentliche Bücherei Ehestetten	NW221	84155006034			207768
Katholische Öffentliche Bücherei Eichendorf	SW152	92790113113			209920
Katholische Öffentliche Bücherei Elfershausen	SK491	96725607121			210351
Katholische Öffentliche Bücherei Elfershausen	SK491	96725607121			210352
Katholische Öffentliche Bücherei Ellgau	EL976	97725706136			209073
Katholische Öffentliche Bücherei Ellingen	PA756	95775534125			209624
Katholische Öffentliche Bücherei Eltingshausen	SK557	96720140140			210342
Katholische Öffentliche Bücherei Emmerting	QJ104	91715101114			208823
Katholische Öffentliche Bücherei Emmerting	QJ104	91715101114			208824
Katholische Öffentliche Bücherei Engstingen	QB286	84155001089			207812
Katholische Öffentliche Bücherei Ensdorf	RZ196	93710120120			209644
Katholische Öffentliche Bücherei Erbach	TL373	84250039039			209362
Katholische Öffentliche Bücherei Erbendorf	RZ184	93770116116			209714
Katholische Öffentliche Bücherei Erbshausen-Sulzwiesen	ND971	96790143143			210174
Katholische Öffentliche Bücherei Ergenzingen	TL476	84165003036			207683
Katholische Öffentliche Bücherei Erkeln	NU812	57620016016			204070
Katholische Öffentliche Bücherei Erlabrunn	NZ908	96795652128			210164
Katholische Öffentliche Bücherei Erlenbach bei Marktheidenfeld	SD713	96775621125			210388
Katholische Öffentliche Bücherei Erscheinung des Herrn Heppenheim	PG308	64310011011			207061
Katholische Öffentliche Bücherei Eschhofen	NL163	65330009009			207143
Katholische Öffentliche Bücherei Eßleben	PR075	96780193193			210232
Katholische Öffentliche Bücherei Faulbach	SU561	96760124124			210405
Katholische Öffentliche Bücherei Feichten	NQ065	91715102116			208826
Katholische Öffentliche Bücherei Fichtelberg	RZ147	94720138138			210022
Katholische Öffentliche Bücherei Filsen	NJ130	71415009042			206422
Katholische Öffentliche Bücherei Frechenrieden	QW888	97780168168			209200
Katholische Öffentliche Bücherei Frickenhausen	SK569	96795646131			210166
Katholische Öffentliche Bücherei Frickhofen	GK873	65330004004			207165
Katholische Öffentliche Bücherei Fridolfing	PS985	91890118118			208683
Katholische Öffentliche Bücherei Fronleichnam	PX747	51130000000			205036
Katholische Öffentliche Bücherei Fronleichnam Reinheim	PF997	64320019019			207030
Katholische Öffentliche Bücherei Fuchsstadt	TK873	96725607124			210353
Katholische Öffentliche Bücherei Fussingen	QJ268	65330016016			207175
Katholische Öffentliche Bücherei Garitz	NP553	96720114114			210331
Katholische Öffentliche Bücherei Gaubüttelbrunn	RC867	96795650153			210178
Katholische Öffentliche Bücherei Gaukönigshofen	NF797	96790134134			210167
Katholische Öffentliche Bücherei Gebrazhofen	TL154	84365004055			209274
Katholische Öffentliche Bücherei Geiselbach	PR336	96710119119			206979
Katholische Öffentliche Bücherei Gelchsheim	SB777	96795644135			210168
Katholische Öffentliche Bücherei Geldersheim	PR324	96780132132			210268
Katholische Öffentliche Bücherei Gernsdorf	NC504	59700044044			206502
Katholische Öffentliche Bücherei Gerolzhofen	PR282	96785642134			210237
Katholische Öffentliche Bücherei Glattbach	PR270	96710120120			206993
Katholische Öffentliche Bücherei Gmünd	QB006	81365007065			207878
Katholische Öffentliche Bücherei Gochsheim	NM337	96780135135			210249
Katholische Öffentliche Bücherei Gochsheim	NM337	96780135135			210251
Katholische Öffentliche Bücherei Gosheim	HG866	97795723167			209076
Katholische Öffentliche Bücherei Gottsdorf	SM026	92750153153			209848
Katholische Öffentliche Bücherei Grafrath	TD615	91795132125			208561
Katholische Öffentliche Bücherei Gramschatz	PR257	96790180180			210144
Katholische Öffentliche Bücherei Greußenheim	PL235	96795655141			210170
Katholische Öffentliche Bücherei Greßthal	NM246	96780192192			210293
Katholische Öffentliche Bücherei Grossbardorf	PR300	96735634126			210315
Katholische Öffentliche Bücherei Grosswallstadt	PR312	96760126126			206995
Katholische Öffentliche Bücherei Großbardorf	PR300	96735634126			210314
Katholische Öffentliche Bücherei Großeibstadt	PR245	96735640127			210316
Katholische Öffentliche Bücherei Großeibstadt-Kleineibstadt	SM032	96735640127			210317
Katholische Öffentliche Bücherei Guckheim	NS001	71435009228			206456
Katholische Öffentliche Bücherei Gunzenhausen	PA938	95770136136			209604
Katholische Öffentliche Bücherei Gänheim	SB765	96770114114			210238
Katholische Öffentliche Bücherei Gössenheim	NT091	96775623132			210371
Katholische Öffentliche Bücherei Haag	SA487	91830119119			208698
Katholische Öffentliche Bücherei Hadamar	QZ294	65330007007			207153
Katholische Öffentliche Bücherei Haibach	SK594	96710124124			206970
Katholische Öffentliche Bücherei Haldenwang	NG376	97800122122			209154
Katholische Öffentliche Bücherei Hambach	SK582	96780123123			210243
Katholische Öffentliche Bücherei Hartkirchen	RU191	92750141141			209831
Katholische Öffentliche Bücherei Haselbach	PT916	92750151151			209854
Katholische Öffentliche Bücherei Haselbach - St. Stefan	RZ330	97785760134			209207
Katholische Öffentliche Bücherei Haslach Traunstein	SA499	91890155155			208659
Katholische Öffentliche Bücherei Hauerz	SE316	84360010010			209298
Katholische Öffentliche Bücherei Hausen bei Würzburg	NT157	96790143143			210173
Katholische Öffentliche Bücherei Haßfurt	PR919	96740147147			210226
Katholische Öffentliche Bücherei Heidenfeld	PR907	96780170170			210281
Katholische Öffentliche Bücherei Heidenfeld	PR907	96780170170			210283
Katholische Öffentliche Bücherei Heilig Geist	SL112	51170000000			205051
Katholische Öffentliche Bücherei Heilig Geist	QW189	97610000000			208995
Katholische Öffentliche Bücherei Heilig Geist	RZ822	95640000000			209449
Katholische Öffentliche Bücherei Heilig Geist Dinglingen	NZ155	83175007065			208266
Katholische Öffentliche Bücherei Heilig Geist Vielbrunn	PQ745	64370011011			207075
Katholische Öffentliche Bücherei Heilig Kreuz	QK297	51130000000			205008
Katholische Öffentliche Bücherei Heilig Kreuz	RL271	51170000000			205052
Katholische Öffentliche Bücherei Heilig Kreuz	QQ027	55120000000			205124
Katholische Öffentliche Bücherei Heilig Kreuz	QU318	53700012012			205966
Katholische Öffentliche Bücherei Heilig Kreuz	SN625	81110000000			207564
Katholische Öffentliche Bücherei Heilig Kreuz	SP241	81365007065			207872
Katholische Öffentliche Bücherei Heilig Kreuz Mainz	QM117	73150000000			206265
Katholische Öffentliche Bücherei Heilig-Geist	RL325	81355001016			209415
Katholische Öffentliche Bücherei Heilige Drei Könige	PP753	51620024024			204844
Katholische Öffentliche Bücherei Heilige Dreifaltigkeit	SA008	81255004026			208041
Katholische Öffentliche Bücherei Heilige Dreifaltigkeit	QB365	84365005064			209251
Katholische Öffentliche Bücherei Heilige Familie	SL203	59110000000			204985
Katholische Öffentliche Bücherei Heilige Familie	TA912	51130000000			205016
Katholische Öffentliche Bücherei Heimbuchenthal	PR889	96715603127			206997
Katholische Öffentliche Bücherei Helmstadt	GN047	96795649144			210175
Katholische Öffentliche Bücherei Hendungen	PR853	96735633130			210321
Katholische Öffentliche Bücherei Herlheim	QH938	96780150150			210273
Katholische Öffentliche Bücherei Herz Jesu	RD331	34545401030			203683
Katholische öffentliche Bücherei Herz Jesu	JH302	57740032032			204083
Katholische Öffentliche Bücherei Herz Jesu	TA948	51130000000			205043
Katholische Öffentliche Bücherei Herz Jesu	SA529	51170000000			205057
Katholische Öffentliche Bücherei Herz Jesu	RT873	51120000000			205208
Katholische Öffentliche Bücherei Herz Jesu	SZ967	34530008008			205629
Katholische Öffentliche Bücherei Herz Jesu	PZ458	53340004004			205958
Katholische Öffentliche Bücherei Herz Jesu	TJ480	100410515515			207219
Katholische Öffentliche Bücherei Herz Jesu	NE574	73335006503			207465
Katholische Öffentliche Bücherei Herz Jesu	QW165	97610000000			208990
Katholische Öffentliche Bücherei Herz Jesu Hoffenheim	SB297	82265008085			208018
Katholische Öffentliche Bücherei Herz Jesu Mörlenbach-Weiher	RJ006	64310017017			207552
Katholische Öffentliche Bücherei Herz Jesu Oberwürzbach	RX746	100450117117			207225
Katholische Öffentliche Bücherei Herz Maria	TJ029	73355004023			207308
Katholische Öffentliche Bücherei Herz-Jesu	GY142	34600006006			205548
Katholische Öffentliche Bücherei Herz-Jesu	RD136	34545404052			205662
Katholische Öffentliche Bücherei Herz-Jesu Lippling	DL331	57740020020			204093
Katholische Öffentliche Bücherei Herz-Jesu Massenheim	KL897	64400003003			206803
Katholische Öffentliche Bücherei Hesselbach	SK600	96780186186			210291
Katholische Öffentliche Bücherei Hessenthal	PR403	96715603141			206999
Katholische Öffentliche Bücherei Heustreu	SB741	96735638133			210304
Katholische Öffentliche Bücherei Hirschau	NW300	84160041041			207662
Katholische Öffentliche Bücherei Hirschfeld	RR438	96780170170			210284
Katholische Öffentliche Bücherei Hitzhofen	NX018	91760132132			208870
Katholische Öffentliche Bücherei Hl. Drei Könige Hahnheim	QM129	73395007025			206295
Katholische Öffentliche Bücherei Hl. Dreifaltigkeit	PJ470	55130000000			205099
Katholische Öffentliche Bücherei Hl. Familie	ST258	95640000000			209444
Katholische Öffentliche Bücherei Hl. Familie. Prenzlauer Berg	QM580	110000000000			203021
Katholische Öffentliche Bücherei Hl. Geist	PX620	51190000000			205113
Katholische Öffentliche Bücherei Hl. Geist	NQ363	55660008008			205366
Katholische Öffentliche Bücherei Hl. Kreuz	PB761	73325007007			207398
Katholische Öffentliche Bücherei Hochdorf	TK976	84265003058			209308
Katholische Öffentliche Bücherei Hochstadt	SK193	73375007041			208219
Katholische Öffentliche Bücherei Hofstetten	SX740	91760132132			208869
Katholische Öffentliche Bücherei Hohenroth	PR439	96735635135			210305
Katholische Öffentliche Bücherei Hohenroth	PR439	96735635135			210306
Katholische Öffentliche Bücherei Hohentengen bei Saulgau	QB742	84375002053			209288
Katholische Öffentliche Bücherei Hohenthann	QH495	92740141141			208755
Katholische Öffentliche Bücherei Hollage	RD434	34590033033			205508
Katholische Öffentliche Bücherei Hollstadt	RF819	96735638136			210308
Katholische Öffentliche Bücherei Homburg	SU585	96770154154			210394
Katholische Öffentliche Bücherei Huisheim	PA902	97795723167			209075
Katholische Öffentliche Bücherei Hunteburg	NU824	34590013013			205514
Katholische Öffentliche Bücherei Hüttlingen	QC242	81365001033			207862
Katholische Öffentliche Bücherei Häder	NG479	97720131131			209016
Katholische Öffentliche Bücherei Höhn	ND880	71435009242			206459
Katholische Öffentliche Bücherei im Bonihaus St. Laurentius Wörrstadt	NT868	73315006073			206301
Katholische Öffentliche Bücherei im Haus St. Wolfgang	NE392	93720113113			209813
Katholische Öffentliche Bücherei im Kurhaus	NU757	83150068068			208478
Katholische Öffentliche Bücherei im Kurheim St. Ursula	HA693	59580048048			206783
Katholische Öffentliche Bücherei Ingerkingen	QC060	84260134134			209304
Katholische Öffentliche Bücherei Johann von Nepomuk Kloppenheim	PG151	64400012012			206815
Katholische Öffentliche Bücherei Johannesberg über Aschaffenburg	SE481	96710133133			206994
Katholische Öffentliche Bücherei Kadenbach	QJ281	71435004039			206419
Katholische Öffentliche Bücherei Kaisten	NH290	96780192192			210294
Katholische Öffentliche Bücherei Kaldorf	PG618	91760164164			208881
Katholische Öffentliche Bücherei Karbach	QW773	96775621146			210389
Katholische Öffentliche Bücherei Karl Leisner Haus	SE547	31030000000			204632
Katholische Öffentliche Bücherei Karlstadt	SX818	96770148148			210362
Katholische Öffentliche Bücherei Kastl	SD257	93775348128			210009
Katholische Öffentliche Bücherei Keilberg	NG121	96710112112			206989
Katholische Öffentliche Bücherei Kersbach	PF419	95740141141			209534
Katholische Öffentliche Bücherei Kestert	NJ671	71415009072			206424
Katholische Öffentliche Bücherei Kettenkamp	RB152	34595402023			205602
Katholische Öffentliche Bücherei Kevenhüll	PG886	91760114114			209662
Katholische Öffentliche Bücherei Kiebingen	QC813	84165003036			207670
Katholische Öffentliche Bücherei Kirchanschoering	PL284	91890127127			208684
Katholische Öffentliche Bücherei Kirchberg St. Martinus	RH889	84265004031			209306
Katholische Öffentliche Bücherei Kirchenthumbach	RY441	93745326129			209542
Katholische Öffentliche Bücherei Kirchheim	NF542	96795650153			210179
Katholische Öffentliche Bücherei Kirchheim	NF542	96795650153			210180
Katholische Öffentliche Bücherei Kirchlauter	PR518	96745610160			210064
Katholische Öffentliche Bücherei Kirchröttenbach	QL800	94725416184			209531
Katholische Öffentliche Bücherei Kleinkahl	NT388	96710136136			206980
Katholische Öffentliche Bücherei Kleinostheim	PR506	96710136136			206969
Katholische Öffentliche Bücherei Kleukheim	NP279	94780120120			210088
Katholische Öffentliche Bücherei Kochel	SM077	91735108133			208591
Katholische Öffentliche Bücherei Kohlberg	RY428	93745325131			209720
Katholische Öffentliche Bücherei Kolbingen	QB201	83275001030			208344
Katholische Öffentliche Bücherei Konnersreuth	RY416	93770131131			210026
Katholische Öffentliche Bücherei Korb	QA956	81190041041			207619
Katholische Öffentliche Bücherei Kottingwörth	TK678	91760114114			209661
Katholische Öffentliche Bücherei Kronach	QT880	94760145145			210096
Katholische Öffentliche Bücherei Kumreut	GS636	92720141141			209866
Katholische Öffentliche Bücherei Kumreut	GS636	92720141141			209867
Katholische Öffentliche Bücherei Kürnach	PR567	96790156156			210183
Katholische Öffentliche Bücherei Kölbingen	QZ361	71435009249			206457
Katholische Öffentliche Bücherei Königsfeld	SK314	94715403151			210065
Katholische Öffentliche Bücherei Langenbach Kreis Freising	SL987	91775126126			208922
Katholische Öffentliche Bücherei Langendorf	SK636	96725607121			210349
Katholische Öffentliche Bücherei Langendorf	SK636	96725607121			210350
Katholische Öffentliche Bücherei Langenprozelten	PR580	96770131131			210356
Katholische Öffentliche Bücherei Lauchheim	TL130	81365004038			207864
Katholische Öffentliche Bücherei Legau	QW566	97785767165			209214
Katholische Öffentliche Bücherei Leinach	PQ927	96790200200			210184
Katholische Öffentliche Bücherei Leinzell	NW257	81365005040			207893
Katholische Öffentliche Bücherei Leobendorf	PA082	91720122122			208682
Katholische Öffentliche Bücherei Lesespaß St. Sebastian Michelstadt	PQ733	64370011011			207074
Katholische Öffentliche Bücherei Liebfrauen	NN433	57110000000			204149
Katholische Öffentliche Bücherei Liebfrauen	NY837	65340014014			204294
Katholische Öffentliche Bücherei Liebfrauen	PJ615	59110000000			204993
Katholische Öffentliche Bücherei Liebfrauen	QQ040	55120000000			205128
Katholische Öffentliche Bücherei Liebfrauen	QP928	59540012012			206602
Katholische Öffentliche Bücherei Liebfrauen	QB377	84365005064			209248
Katholische Öffentliche Bücherei Mahlstetten	PU623	83275004033			208345
Katholische Öffentliche Bücherei Maidbronn	PR725	96790180180			210145
Katholische Öffentliche Bücherei Mainsondheim	NS840	96750117117			210211
Katholische Öffentliche Bücherei Margetshöchheim	PR701	96795652161			210186
Katholische Öffentliche Bücherei Maria am Weg	NE598	91815144146			209130
Katholische Öffentliche Bücherei Maria Geburt	QB614	96610000000			206949
Katholische Öffentliche Bücherei Maria Geburt Aschaffenburg	QB614	96610000000			206946
Katholische Öffentliche Bücherei Maria Heimsuchung	RJ833	100410513513			207205
Katholische Öffentliche Bücherei Maria Himmelfahrt	NP024	71435001279			206588
Katholische Öffentliche Bücherei Maria Himmelfahrt	QT922	84265006113			209301
Katholische Öffentliche Bücherei Maria Himmelfahrt Birkenau	RL684	64310004004			207546
Katholische Öffentliche Bücherei Maria Himmelfahrt Mainz-Weisenau	RT654	73150000000			206260
Katholische Öffentliche Bücherei Maria Himmelfahrt Nieder-Mörlen	NA349	64400002002			206827
Katholische Öffentliche Bücherei Maria Himmelskron Heusenstamm	PG291	64380005005			206856
Katholische Öffentliche Bücherei Maria Königin	NF232	95640000000			209445
Katholische Öffentliche Bücherei Maria Königin Mainz-Drais	RT605	73150000000			206255
Katholische Öffentliche Bücherei Maria Verkündigung Heldenbergen	PG138	64350021021			206808
Katholische Öffentliche Bücherei Maria vom Herzen Jesu	QJ372	34545401038			203694
Katholische Öffentliche Bücherei Mariä Geburt Altheim	QA658	82375003040			207702
Katholische Öffentliche Bücherei Mariä Heimsuchung	PQ691	59660016016			206540
Katholische öffentliche Bücherei Mariä Heimsuchung	HH420	65330013013			207158
Katholische Öffentliche Bücherei Mariä Heimsuchung Laubenheim	TB217	73150000000			206261
Katholische Öffentliche Bücherei Mariä Himmelfahrt	SR018	34545409033			203689
Katholische Öffentliche Bücherei Mariä Himmelfahrt	TL579	72335003076			206231
Katholische Öffentliche Bücherei Mariä Himmelfahrt	QP023	81175006061			207826
Katholische Öffentliche Bücherei Mariä Himmelfahrt	SC502	96730114114			210301
Katholische Öffentliche Bücherei Mariä Opferung Hachen	PZ379	59580044044			206753
Katholische Öffentliche Bücherei Markt Oberthulba	PM999	96720139139			210348
Katholische Öffentliche Bücherei Martinszell	TB709	97800143143			209142
Katholische Öffentliche Bücherei Metzingen	NW786	84155002050			207772
Katholische Öffentliche Bücherei Mittich	JM017	92750134134			209879
Katholische Öffentliche Bücherei Munderkingen	RX527	84255010081			209430
Katholische Öffentliche Bücherei Mutlangen	QB122	81365008044			207886
Katholische Öffentliche Bücherei Mutter vom Guten Rat	SZ578	95640000000			209448
Katholische Öffentliche Bücherei Mühlhausen	NZ921	96795647130			210150
Katholische Öffentliche Bücherei Mühlhausen-Werneck	MU974	96780193193			210227
Katholische Öffentliche Bücherei Mögglingen	QB110	81365006043			207888
Katholische Öffentliche Bücherei Mömlingen	PR749	96760140140			206987
Katholische Öffentliche Bücherei Nabburg	SW061	93765341144			209697
Katholische Öffentliche Bücherei Nachbarschaftstreff	EW133	84365005064			209253
Katholische Öffentliche Bücherei Nendingen St. Petrus und Jakobus	TF582	83275006050			208332
Katholische Öffentliche Bücherei Nenningen	QA762	81175006061			207825
Katholische Öffentliche Bücherei Neuburg/Donau		91850149149			209059
Katholische Öffentliche Bücherei Neuenkleusheim	NC760	59660024024			206554
Katholische Öffentliche Bücherei Neufra	NZ441	84265007097			209321
Katholische Öffentliche Bücherei Neuhaus	SU111	93740168168			209711
Katholische Öffentliche Bücherei Neundorf St. Johannes Witzmannsberg	SM004	94730112112			210112
Katholische Öffentliche Bücherei Neuses	SR699	64350009009			206909
Katholische Öffentliche Bücherei Neustadt	SU676	96775624166			210390
Katholische Öffentliche Bücherei Neustift	QH987	92750138138			209940
Katholische Öffentliche Bücherei Niederelbert	NR574	71435004053			206440
Katholische Öffentliche Bücherei Niedernberg	PR804	96760144144			206984
Katholische Öffentliche Bücherei Niederrieden	QX315	97785761177			209215
Katholische Öffentliche Bücherei Niederrraunau	QX327	97740150150			209009
Katholische Öffentliche Bücherei Nordheim	RX059	96755619155			210208
Katholische Öffentliche Bücherei Nöham	NM969	92770114114			208787
Katholische Öffentliche Bücherei Oberbessenbach	NR483	96710112112			206988
Katholische Öffentliche Bücherei Oberdürrbach	PQ253	96630000000			210131
Katholische Öffentliche Bücherei Oberlangen und Niederlangen	RD379	34545404040			205670
Katholische Öffentliche Bücherei Oberleichtersbach	PM495	96725606138			210375
Katholische Öffentliche Bücherei Obermässing	NF748	95760122122			209516
Katholische Öffentliche Bücherei Oberndorf	TD780	64350016016			206925
Katholische Öffentliche Bücherei Oberndorf	RY581	97790196196			209080
Katholische Öffentliche Bücherei Oberpleichfeld	RD963	96795645169			210161
Katholische Öffentliche Bücherei Oberroth	TB692	97755741141			209391
Katholische Öffentliche Bücherei Oberschleichach	NE318	96740159159			210277
Katholische Öffentliche Bücherei Oberschwarzach	SE535	96785642164			210279
Katholische Öffentliche Bücherei Oberschwarzach über Schweinfurt	SE535	96785642164			210299
Katholische Öffentliche Bücherei Oberschöneberg	QH252	97720131131			209017
Katholische Öffentliche Bücherei Oberschöneberg	QH252	97720131131			209020
Katholische Öffentliche Bücherei Oberstreu	PM483	96735633151			210322
Katholische Öffentliche Bücherei Oberthulba	PM999	96720139139			210347
Katholische Öffentliche Bücherei Obertiefenbach	QZ026	65330001001			207172
Katholische Öffentliche Bücherei Obervolkach	HA140	96755619174			210207
Katholische Öffentliche Bücherei Oberwerrn	PR798	96780160160			210248
Katholische Öffentliche Bücherei Oberwildenau	SD580	93740133133			209722
Katholische Öffentliche Bücherei Oberzell	QB353	84365005064			209250
Katholische Öffentliche Bücherei Oellingen	SB704	96795644135			210169
Katholische Öffentliche Bücherei Opferbaum	TK691	96795645117			210159
Katholische Öffentliche Bücherei Painten	PG576	92730159159			209797
Katholische Öffentliche Bücherei Patersdorf	SA384	92760134134			209897
Katholische Öffentliche Bücherei Paulushofen	TF776	91760114114			209663
Katholische Öffentliche Bücherei Peter und Paul	QG168	71435006218			206462
Katholische Öffentliche Bücherei Peter und Paul Heiligenbronn	SH755	83255005053			208360
Katholische Öffentliche Bücherei Pfaffenhausen	RD616	64350016016			206926
Katholische Öffentliche Bücherei Pfarrweisach	NM568	96745611184			210070
Katholische Öffentliche Bücherei Pflaumheim	PM525	96710122122			206957
Katholische Öffentliche Bücherei Pflaumheim	PM525	96710122122			206958
Katholische Öffentliche Bücherei Pleinting	SM748	92750154154			209932
Katholische Öffentliche Bücherei Pleiskirchen	SG155	91710127127			208831
Katholische Öffentliche Bücherei Pollenfeld	PG825	91765115155			208878
Katholische Öffentliche Bücherei Pondorf	SD221	92780141141			209910
Katholische Öffentliche Bücherei Poppenhausen	PH361	66310021021			204438
Katholische Öffentliche Bücherei Praest	SL331	51540008008			205170
Katholische Öffentliche Bücherei Priesendorf	SM014	94715445173			210066
Katholische Öffentliche Bücherei Prächting	NS645	94780120120			210089
Katholische Öffentliche Bücherei Pölling	PG837	93730147147			209657
Katholische Öffentliche Bücherei Raitenbuch	SX739	95775535163			209623
Katholische Öffentliche Bücherei Rammingen	QA981	84255008097			209376
Katholische Öffentliche Bücherei Ramsthal	SM060	96725608122			210354
Katholische Öffentliche Bücherei Rannungen	SB662	96725609143			210280
Katholische Öffentliche Bücherei Rechberg	NZ489	81365007065			207880
Katholische Öffentliche Bücherei Rechtenbach	SU834	96775624172			210391
Katholische Öffentliche Bücherei Reckendorf	PM604	94715401175			210074
Katholische Öffentliche Bücherei Rednitzhembach	NA490	95760137137			209509
