9571228	2806124
9189165	2806236
3254035	2806275
7134095	2807525
5382076	2808260
8226097	2809281
9774189	2809282
5566096	2809922
3457022	2810060
9671159	2810229
16062063	2810711
8119091	2812146
8215089	2814358
3153014	2814549
8415087	2815115
3251044	2815524
1051119	2816530
3455026	2817876
3457020	2818269
7135083	2820247
5370028	2820622
3151032	2820822
9677154	2821175
1051118	2821326
3354023	2821459
1051117	2822264
1054132	2825106
8215109	2825311
7138071	2826158
13057081	2830192
3454048	2830856
8316042	2831970
5370024	2833257
3151027	2834122
1058150	2834642
5166024	2835344
1053113	2836102
8126072	2836466
1058145	2836550
8226081	2836890
9277144	2837034
1051103	2837981
13051086	2841326
7336095	2841558
3456020	2842083
8435052	2842306
8118076	2842513
3353029	2845012
8127100	2845015
8335100	2847004
8215108	2847602
8216063	2847615
8316053	2847630
1062062	2848034
8119090	2848261
8118081	2848267
5554044	2848348
9777159	2853950
8215101	2854027
8116080	2856307
3456017	2856358
1061077	2861806
1054091	2861860
6633020	2862454
3257026	2862540
3462011	2864204
5166016	2866334
6535013	2868921
6437012	2869026
8226048	2872819
8215047	2873076
5762024	2873515
3257022	2875248
1059179	2877203
3354015	2878941
3459026	2879759
6431014	2879871
1062089	2880399
8337125	2882257
8215097	2884882
13058055	2887223
10045115	2890321
8119093	2891531
3461005	2895482
9473138	2895563
13058050	2895919
9273133	2896614
9181127	2896670
6439007	2897302
1053057	2898693
3456009	2899290
3356004	2900273
6439006	2901431
6532013	2901989
3354010	2903421
3257014	2905389
1051046	2906649
9183120	2907001
5562016	2911396
3456008	2911527
16062009	2915313
3452007	2915535
6431009	2918026
6431008	2918909
1054036	2922572
8226022	2923335
8336025	2924286
10046111	2925039
8316054	2925202
6432007	2926581
8116077	2926870
8315037	2927456
9188117	2929424
8226017	2929873
5974012	2930017
1061027	2930309
9171114	2930483
3252005	2930484
8225117	2930614
7134022	2931222
9775139	2931225
3151008	2932872
6631004	2933958
7138014	2934318
8317021	2934506
7133027	2934762
8117016	2935380
8215111	2937917
1058040	2939090
3357010	2941747
7138080	2942381
6437004	2944175
6435005	2945607
7134011	2946310
3455025	2947319
5711000	2949188
8316003	2949225
3461001	2950050
5154004	2951646
9774116	2951831
16064005	2953049
9175113	2953204
8215100	2953349
8125005	2953457
7137007	2953803
1053003	2954038
3454001	2956187
8416048	2956447
5978008	2957818
8116081	2958914
8436001	2959713
8315131	3205385
8315130	3205409
9181121	3205527
9777130	3205529
9777141	3205541
8436094	3205642
8326075	3205647
8337027	3205650
8436096	3205655
8337062	3205662
8337127	3205693
5154028	3205898
8116079	3206207
3256026	3206591
9274145	3206679
9472111	3206784
9572114	3206794
9371116	3206800
9572121	3206814
9679167	3206892
9376125	3206893
8127102	3206895
8127103	3206898
9472155	3206914
8127101	3206919
9674187	3206936
9576132	3206989
9675165	3206990
9474176	3207007
6636010	3207075
6633001	3207165
6632001	3207166
6636002	3207167
6635006	3207168
6635007	3207169
6635008	3207170
6634002	3207171
6635009	3207172
6633007	3207174
6633011	3207175
6634011	3207179
6635016	3207182
6636007	3207183
6636008	3207184
6634015	3207185
6636009	3207186
6633021	3207187
6633022	3207188
6633023	3207193
6633024	3207194
6635018	3207195
6633027	3207199
6636014	3207201
3152011	3207210
3254024	3207213
3152017	3207215
5774012	3207325
5974024	3207374
9674153	3207409
6631005	3207461
7133035	3207520
7133041	3207521
7336037	3207522
7335046	3207544
7235140	3207545
10045116	3207558
5374040	3207652
5382064	3207660
7131090	3207710
6439005	3207736
7232332	3207739
7132054	3207744
7132066	3207798
7143277	3207821
7143279	3207824
7138074	3207916
7232333	3207918
6438007	3207994
6439001	3208019
6534002	3208022
6535002	3208023
6533001	3208028
6531002	3208030
6533002	3208033
6534007	3208034
6532005	3208035
6533004	3208036
6534008	3208040
6533005	3208041
6532009	3208049
6535003	3208050
6531004	3208052
6440010	3208057
6435012	3208060
6438004	3208061
6435015	3208063
6632007	3208064
6632008	3208065
6632010	3208068
6533008	3208070
6532014	3208071
6435016	3208073
6631016	3208074
6532015	3208080
6534012	3208081
6535012	3208084
6440014	3208087
6531012	3208088
6435018	3208089
6632012	3208090
6532017	3208093
6435020	3208095
6632014	3208096
6440017	3208097
6631019	3208099
6531014	3208100
6531015	3208101
6438011	3208103
6533014	3208126
6532021	3208127
6534019	3208128
6532022	3208133
6535019	3208135
6434013	3208136
6531018	3208137
6632020	3208139
6534022	3208140
6440025	3208141
3461003	3208192
3461009	3208260
8425140	3208313
8136089	3208317
8136087	3208318
9181120	3208333
9778180	3208348
9185163	3208349
9177131	3208355
9778209	3208361
9773170	3208369
3354008	3209065
1062093	3209080
1062092	3209091
8225114	3209117
8315041	3209225
8317047	3209255
8315132	3209258
8317151	3209259
8316036	3209261
8317150	3209276
6435027	3209311
8335096	3209419
8325071	3209421
8416050	3209422
8416049	3209423
8115016	3209424
8237074	3209425
8237073	3209427
8115054	3209428
8236073	3209429
8236071	3209430
8215110	3209431
8215096	3209432
8236072	3209433
8236070	3209434
8236074	3209435
8119089	3209436
8119083	3209437
8119006	3209438
8119018	3209439
8116076	3209440
8116037	3209441
8117061	3209442
8415088	3209443
8425139	3209444
8415089	3209446
8415091	3209447
8415090	3209448
8415092	3209449
8425141	3209450
8426134	3209451
9774119	3209452
9774145	3209453
9774148	3209454
8225115	3209468
7143236	3209863
6532019	3209932
3152026	3212794
3455020	3213143
5766036	3213264
5766028	3213265
3254010	3213266
3241008	3213268
3241004	3213271
3241019	3213273
5770044	3213274
1062090	3213720
1062088	3213721
1062091	3213722
8435067	3225049
6435009	3225109
6432017	3270115
6431001	3272453
8226104	3272927
8226107	3272929
7333501	3272932
6437005	3272936
6438012	3272938
8226102	3272955
7338023	3272956
7331058	3272964
6432013	3272968
6432014	3272969
8225116	3272973
8125113	3273822
8125111	3273823
8125110	3274258
8225118	3274262
8128137	3274963
8128138	3274965
6437015	3274970
9679200	3274982
9676117	3274986
9671160	3274988
9671112	3274991
10042115	6547396
13056031	6547398
14521420	6547400
16077027	6547401
13053095	6547402
13056064	6547403
12062196	6547404
12062208	6547405
12062232	6547406
13060008	6547408
12062237	6547410
13053094	6547411
1058117	6547412
1061113	6547413
3257013	6547414
7336055	6547415
9575135	6547416
12070052	6547417
15085185	6547418
16074009	6547419
1059090	6547420
1060007	6547421
3251018	6547422
3257011	6547423
3352047	6547424
3355012	6547425
3458013	6547426
6433002	6547427
7132018	6547428
7137223	6547429
7140147	6547430
7143240	6547431
7143274	6547432
7231057	6547433
7232046	6547434
7233025	6547435
7233215	6547436
7235144	6547437
7339060	6547438
8115052	6547439
